exp_id,timestamp,domain,status,embedder,chunk_config,gen_model,judge_model,retrieval,rerank,context_order,k_retrieve,k_final,seed,n_examples,context_relevance,context_utilization,completeness,adherence,ref_context_relevance,ref_context_utilization,ref_completeness,ref_adherence,context_relevance_rmse,context_utilization_rmse,completeness_rmse,adherence_rmse,context_relevance_mae,context_utilization_mae,completeness_mae,adherence_mae,adherence_auroc,adherence_accuracy,adherence_pos_rate,n_gold_adherence,judge_used,runtime_sec
CS-024,2026-08-02T14:08:36+00:00,customer_support,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,10,5,42,25,0.472,0.328,0.6147,0.6176,0.0588,0.0306,0.6378,0.6,0.5066,0.3828,0.4835,0.5481,0.4172,0.3013,0.3231,0.3976,0.6067,0.68,0.6,25,1.0,953.8
CS-025,2026-08-02T14:22:04+00:00,customer_support,done,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,10,5,42,25,0.0983,0.0528,0.4935,0.5589,0.0588,0.0306,0.6378,0.6,0.0941,0.0617,0.5919,0.6971,0.0492,0.046,0.494,0.5389,0.4333,0.48,0.6,25,0.96,732.2
CS-026,2026-08-02T14:37:00+00:00,customer_support,done,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,10,5,42,25,0.1011,0.0474,0.4898,0.4686,0.0588,0.0306,0.6378,0.6,0.0832,0.0615,0.6912,0.6467,0.0549,0.0466,0.6157,0.4966,0.51,0.56,0.6,25,1.0,895.2
CS-027,2026-08-02T14:51:27+00:00,customer_support,done,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,10,5,42,25,0.0915,0.0434,0.4702,0.6117,0.0588,0.0306,0.6378,0.6,0.0667,0.0338,0.5767,0.6488,0.048,0.0225,0.4797,0.4817,0.4767,0.56,0.6,25,0.96,866.7
CS-028,2026-08-02T14:52:03+00:00,customer_support,done,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,10,5,42,25,0.0933,0.0477,0.4105,0.4686,0.0588,0.0306,0.6378,0.6,0.0683,0.0549,0.6196,0.6778,0.0459,0.0404,0.5247,0.5403,0.4533,0.44,0.6,25,1.0,35.3
CS-029,2026-08-02T14:52:40+00:00,customer_support,done,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,10,5,42,25,0.1067,0.0514,0.4113,0.3976,0.0588,0.0306,0.6378,0.6,0.0898,0.0824,0.6391,0.691,0.0593,0.0482,0.5553,0.5683,0.4333,0.4,0.6,25,0.92,37.0
CS-030,2026-08-02T14:53:15+00:00,customer_support,done,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,10,5,42,25,0.0893,0.0344,0.4425,0.5321,0.0588,0.0306,0.6378,0.6,0.0597,0.0381,0.5796,0.5693,0.0452,0.0283,0.4793,0.3898,0.64,0.64,0.6,25,1.0,35.2
CS-031,2026-08-02T15:13:10+00:00,customer_support,done,bge-small-en-v1.5,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,10,5,42,25,0.4387,0.23,0.4615,0.5707,0.0588,0.0306,0.6378,0.6,0.4451,0.3088,0.5714,0.641,0.3854,0.217,0.4427,0.4293,0.55,0.6,0.6,25,0.96,732.0
CS-032,2026-08-02T15:26:51+00:00,customer_support,done,bge-small-en-v1.5,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,10,5,42,25,0.3615,0.1685,0.4216,0.4067,0.0588,0.0306,0.6378,0.6,0.3668,0.2436,0.6057,0.7412,0.3066,0.1616,0.4762,0.5733,0.4333,0.44,0.6,25,0.96,821.2
CS-033,2026-08-02T15:31:41+00:00,customer_support,done,bge-small-en-v1.5,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,10,5,42,25,0.4824,0.1637,0.2949,0.4715,0.0588,0.0306,0.6378,0.6,0.479,0.2388,0.5802,0.6695,0.4236,0.1603,0.4536,0.4848,0.5267,0.52,0.6,25,0.48,289.2
CS-034,2026-08-02T15:32:58+00:00,customer_support,done,bge-small-en-v1.5,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,10,5,42,25,0.4192,0.3851,0.5777,0.8237,0.0588,0.0306,0.6378,0.6,0.4401,0.4301,0.5087,0.6937,0.3611,0.3574,0.3971,0.5171,0.4133,0.48,0.6,25,0.36,77.4
CS-035,2026-08-02T15:34:02+00:00,customer_support,done,bge-small-en-v1.5,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,10,5,42,25,0.4328,0.2947,0.3568,0.8067,0.0588,0.0306,0.6378,0.6,0.4498,0.3568,0.6349,0.7265,0.3802,0.2715,0.5223,0.5667,0.33,0.48,0.6,25,0.32,63.4
CS-036,2026-08-02T15:35:03+00:00,customer_support,done,bge-small-en-v1.5,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,10,5,42,25,0.4274,0.3488,0.4884,0.7709,0.0588,0.0306,0.6378,0.6,0.4456,0.4008,0.5721,0.7503,0.3732,0.3255,0.4978,0.5709,0.3667,0.44,0.6,25,0.36,60.8
CS-037,2026-08-02T15:41:37+00:00,customer_support,done,bge-small-en-v1.5,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,10,5,42,25,0.4065,0.4004,0.5292,0.92,0.0588,0.0306,0.6378,0.6,0.4,0.4219,0.4348,0.6782,0.3482,0.372,0.3474,0.48,0.4,0.56,0.6,25,0.12,9.4
CS-038,2026-08-02T15:41:46+00:00,customer_support,done,bge-small-en-v1.5,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,10,5,42,25,0.4032,0.3361,0.4216,0.864,0.0588,0.0306,0.6378,0.6,0.3991,0.3618,0.5347,0.7009,0.3449,0.3077,0.4301,0.504,0.48,0.48,0.6,25,0.12,9.4
CS-039,2026-08-02T15:41:52+00:00,customer_support,done,bge-small-en-v1.5,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,10,5,42,25,0.4065,0.4004,0.5292,0.92,0.0588,0.0306,0.6378,0.6,0.4,0.4219,0.4348,0.6782,0.3482,0.372,0.3474,0.48,0.4,0.56,0.6,25,0.12,5.5
CS-040,2026-08-02T15:43:01+00:00,customer_support,done,bge-small-en-v1.5,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,10,5,42,25,0.3248,0.287,0.5109,0.7033,0.0588,0.0306,0.6378,0.6,0.3106,0.317,0.5491,0.5843,0.27,0.2594,0.4391,0.3767,0.5533,0.68,0.6,25,0.56,68.6
CS-041,2026-08-02T15:44:08+00:00,customer_support,done,bge-small-en-v1.5,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,10,5,42,25,0.3011,0.255,0.4765,0.674,0.0588,0.0306,0.6378,0.6,0.2974,0.3063,0.6321,0.545,0.2463,0.2274,0.5475,0.354,0.6433,0.68,0.6,25,0.56,66.9
CS-042,2026-08-02T15:45:16+00:00,customer_support,done,bge-small-en-v1.5,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,10,5,42,25,0.337,0.2841,0.5231,0.68,0.0588,0.0306,0.6378,0.6,0.3175,0.3134,0.6268,0.6325,0.2787,0.2565,0.5468,0.4,0.5667,0.6,0.6,25,0.56,67.4
CS-043,2026-08-02T15:50:41+00:00,customer_support,done,bge-small-en-v1.5,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,10,5,42,25,0.36,0.36,0.472,0.96,0.0588,0.0306,0.6378,0.6,0.4337,0.3917,0.5493,0.6481,0.3134,0.3294,0.3979,0.44,0.4333,0.6,0.6,25,0.08,11.5
CS-044,2026-08-02T15:50:52+00:00,customer_support,done,bge-small-en-v1.5,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,10,5,42,25,0.36,0.264,0.224,0.9228,0.0588,0.0306,0.6378,0.6,0.4337,0.2832,0.5856,0.6383,0.3134,0.2334,0.4205,0.444,0.4867,0.52,0.6,25,0.08,10.8
CS-045,2026-08-02T15:50:58+00:00,customer_support,done,bge-small-en-v1.5,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,10,5,42,25,0.36,0.36,0.472,0.96,0.0588,0.0306,0.6378,0.6,0.4337,0.3917,0.5493,0.6481,0.3134,0.3294,0.3979,0.44,0.4333,0.6,0.6,25,0.08,5.5
CS-046,2026-08-02T15:52:06+00:00,customer_support,done,bge-small-en-v1.5,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,10,5,42,25,0.304,0.272,0.3867,0.7486,0.0588,0.0306,0.6378,0.6,0.3254,0.3256,0.6236,0.6739,0.2563,0.2423,0.4879,0.4953,0.49,0.44,0.6,25,0.44,67.6
CS-047,2026-08-02T15:53:17+00:00,customer_support,done,bge-small-en-v1.5,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,10,5,42,25,0.288,0.28,0.3867,0.8191,0.0588,0.0306,0.6378,0.6,0.3067,0.3352,0.6102,0.614,0.2403,0.2503,0.4775,0.428,0.5667,0.52,0.6,25,0.44,70.6
CS-048,2026-08-02T15:54:21+00:00,customer_support,done,bge-small-en-v1.5,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,10,5,42,25,0.304,0.288,0.4367,0.7698,0.0588,0.0306,0.6378,0.6,0.317,0.3294,0.5787,0.5682,0.2563,0.2582,0.4356,0.3832,0.5833,0.64,0.6,25,0.48,64.4
CS-037,2026-08-03T03:45:56+00:00,customer_support,done,bge-small-en-v1.5,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,10,5,42,200,0.311,0.1714,0.3961,0.7474,0.0683,0.0333,0.6097,0.605,0.3357,0.2443,0.594,0.6213,0.2548,0.159,0.4778,0.4271,0.4989,0.6,0.605,200,0.82,5473.0
CS-043,2026-08-03T19:36:23+00:00,customer_support,done,bge-small-en-v1.5,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,10,5,42,200,0.426,0.207,0.392,0.7241,0.0683,0.0333,0.6097,0.605,0.4848,0.295,0.6525,0.6426,0.3749,0.1958,0.527,0.4384,0.5022,0.58,0.605,200,0.825,5888.7
CS-039,2026-08-03T22:14:11+00:00,customer_support,done,bge-small-en-v1.5,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,10,5,42,200,0.3064,0.163,0.419,0.7126,0.0683,0.0333,0.6097,0.605,0.3233,0.2266,0.5963,0.6462,0.2464,0.1506,0.471,0.4462,0.4936,0.57,0.605,200,0.825,5389.6
CS-049,2026-08-05T00:11:02+00:00,customer_support,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,10,5,42,25,0.09,0.0372,0.4379,0.6016,0.0588,0.0306,0.6378,0.6,0.0564,0.0451,0.6034,0.6241,0.0403,0.0315,0.5144,0.4516,0.56,0.6,0.6,25,1.0,1143.6
CS-050,2026-08-05T00:31:22+00:00,customer_support,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,10,5,42,25,0.1052,0.0404,0.3966,0.5606,0.0588,0.0306,0.6378,0.6,0.0901,0.0442,0.5861,0.627,0.0594,0.0343,0.4702,0.4727,0.5267,0.52,0.6,25,0.96,1216.6
CS-051,2026-08-05T01:10:41+00:00,customer_support,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,10,5,42,25,0.1079,0.0701,0.5618,0.5564,0.0588,0.0306,0.6378,0.6,0.0916,0.0799,0.5052,0.531,0.0585,0.0465,0.4123,0.3551,0.6767,0.72,0.6,25,0.96,2355.9
CS-052,2026-08-05T01:11:28+00:00,customer_support,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,10,5,42,25,0.0933,0.0477,0.4105,0.4686,0.0588,0.0306,0.6378,0.6,0.0683,0.0549,0.6196,0.6778,0.0459,0.0404,0.5247,0.5403,0.4533,0.44,0.6,25,1.0,44.1
CS-053,2026-08-05T01:12:08+00:00,customer_support,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,10,5,42,25,0.1067,0.0514,0.4113,0.3976,0.0588,0.0306,0.6378,0.6,0.0898,0.0824,0.6391,0.691,0.0593,0.0482,0.5553,0.5683,0.4333,0.4,0.6,25,0.92,36.8
CS-054,2026-08-05T01:12:47+00:00,customer_support,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,10,5,42,25,0.0893,0.0344,0.4425,0.5321,0.0588,0.0306,0.6378,0.6,0.0597,0.0381,0.5796,0.5693,0.0452,0.0283,0.4793,0.3898,0.64,0.64,0.6,25,1.0,35.4
CS-055,2026-08-05T01:27:01+00:00,customer_support,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,10,5,42,25,0.4033,0.1473,0.4566,0.47,0.0588,0.0306,0.6378,0.6,0.4193,0.1962,0.5347,0.7228,0.3462,0.1301,0.4091,0.53,0.4667,0.48,0.6,25,0.96,726.5
CS-056,2026-08-05T01:39:09+00:00,customer_support,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,10,5,42,25,0.3579,0.1756,0.4622,0.6426,0.0588,0.0306,0.6378,0.6,0.3688,0.2179,0.5187,0.6897,0.3069,0.1534,0.4301,0.5188,0.4733,0.44,0.6,25,0.92,724.2
CS-057,2026-08-05T01:49:40+00:00,customer_support,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,10,5,42,25,0.3382,0.1913,0.5893,0.6445,0.0588,0.0306,0.6378,0.6,0.3395,0.2566,0.5652,0.617,0.2849,0.1703,0.432,0.4165,0.5567,0.64,0.6,25,0.96,628.0
CS-058,2026-08-05T01:56:54+00:00,customer_support,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,10,5,42,25,0.3365,0.1696,0.4202,0.4685,0.0588,0.0306,0.6378,0.6,0.3464,0.2386,0.562,0.7744,0.28,0.1627,0.4376,0.6285,0.36,0.36,0.6,25,0.96,430.3
CS-059,2026-08-05T02:04:41+00:00,customer_support,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,10,5,42,25,0.3302,0.1696,0.4349,0.5942,0.0588,0.0306,0.6378,0.6,0.3256,0.2422,0.6371,0.6713,0.277,0.1582,0.5478,0.5036,0.4633,0.52,0.6,25,0.92,463.6
CS-060,2026-08-05T02:11:31+00:00,customer_support,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,10,5,42,25,0.3359,0.1632,0.4009,0.5042,0.0588,0.0306,0.6378,0.6,0.3382,0.237,0.6003,0.7123,0.2833,0.1608,0.4956,0.5442,0.4367,0.52,0.6,25,0.96,406.5
CS-061,2026-08-05T02:24:27+00:00,customer_support,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,10,5,42,25,0.2567,0.1449,0.4987,0.5514,0.0588,0.0306,0.6378,0.6,0.2645,0.1884,0.5586,0.6009,0.2046,0.1336,0.4195,0.4527,0.5633,0.64,0.6,25,1.0,681.6
CS-062,2026-08-05T02:41:00+00:00,customer_support,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,10,5,42,25,0.2607,0.1093,0.4112,0.4124,0.0588,0.0306,0.6378,0.6,0.2793,0.1479,0.5852,0.6826,0.2079,0.1029,0.4725,0.5191,0.4867,0.48,0.6,25,0.96,989.5
CS-063,2026-08-05T03:13:35+00:00,customer_support,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,10,5,42,25,0.2554,0.1086,0.3661,0.6509,0.0588,0.0306,0.6378,0.6,0.2622,0.1412,0.5772,0.6813,0.2028,0.0973,0.4834,0.5043,0.4767,0.48,0.6,25,0.88,1952.3
CS-064,2026-08-05T03:22:38+00:00,customer_support,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,10,5,42,25,0.2767,0.1839,0.5571,0.5969,0.0588,0.0306,0.6378,0.6,0.2615,0.2233,0.4767,0.4663,0.2219,0.1594,0.3634,0.2702,0.7667,0.76,0.6,25,0.96,539.3
CS-065,2026-08-05T03:28:52+00:00,customer_support,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,10,5,42,25,0.2704,0.1352,0.4559,0.6029,0.0588,0.0306,0.6378,0.6,0.2602,0.1512,0.5193,0.523,0.2156,0.1107,0.4287,0.3522,0.6367,0.72,0.6,25,0.96,370.7
CS-066,2026-08-05T03:39:24+00:00,customer_support,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,10,5,42,25,0.2652,0.1757,0.5148,0.6191,0.0588,0.0306,0.6378,0.6,0.2498,0.22,0.5244,0.5918,0.2132,0.1528,0.4076,0.4115,0.5667,0.64,0.6,25,0.96,628.1
CS-067,2026-08-05T03:48:09+00:00,customer_support,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,10,5,42,25,0.416,0.32,0.6007,0.6072,0.0588,0.0306,0.6378,0.6,0.4505,0.4128,0.572,0.7561,0.3634,0.3019,0.4062,0.5939,0.3933,0.4,0.6,25,0.88,446.8
CS-068,2026-08-05T03:57:53+00:00,customer_support,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,10,5,42,25,0.4,0.304,0.56,0.5207,0.0588,0.0306,0.6378,0.6,0.4385,0.4025,0.6349,0.8071,0.3537,0.2933,0.4943,0.734,0.1633,0.28,0.6,25,0.96,580.5
CS-069,2026-08-05T04:08:24+00:00,customer_support,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,10,5,42,25,0.4,0.256,0.4733,0.5024,0.0588,0.0306,0.6378,0.6,0.4267,0.3728,0.6898,0.7585,0.3474,0.2519,0.5656,0.6277,0.3167,0.4,0.6,25,0.92,627.8
CS-070,2026-08-05T04:13:49+00:00,customer_support,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,10,5,42,25,0.416,0.296,0.5087,0.6432,0.0588,0.0306,0.6378,0.6,0.4571,0.4021,0.5932,0.7118,0.3634,0.2825,0.4535,0.5499,0.4167,0.4,0.6,25,0.88,320.8
CS-071,2026-08-05T04:18:25+00:00,customer_support,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,10,5,42,25,0.416,0.36,0.564,0.7809,0.0588,0.0306,0.6378,0.6,0.4472,0.4376,0.5418,0.5967,0.3634,0.3334,0.4069,0.3942,0.6033,0.6,0.6,25,0.84,273.3
CS-072,2026-08-05T04:22:19+00:00,customer_support,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,10,5,42,25,0.392,0.336,0.592,0.6432,0.0588,0.0306,0.6378,0.6,0.4234,0.4066,0.5204,0.6306,0.3394,0.3094,0.3603,0.4679,0.4933,0.52,0.6,25,0.84,229.9
CS-073,2026-08-05T04:34:34+00:00,customer_support,done,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,10,5,42,25,0.0983,0.0511,0.4495,0.5316,0.0588,0.0306,0.6378,0.6,0.0845,0.0683,0.5753,0.6955,0.0536,0.0424,0.4839,0.5638,0.4167,0.44,0.6,25,1.0,653.2
CS-074,2026-08-05T04:45:16+00:00,customer_support,done,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,10,5,42,25,0.1046,0.044,0.3726,0.5335,0.0588,0.0306,0.6378,0.6,0.0912,0.0605,0.5974,0.6268,0.0607,0.0389,0.5003,0.4566,0.5567,0.44,0.6,25,0.96,638.8
CS-075,2026-08-05T05:15:16+00:00,customer_support,done,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,10,5,42,25,0.082,0.0455,0.5712,0.5418,0.0588,0.0306,0.6378,0.6,0.0644,0.0456,0.5966,0.6599,0.0458,0.0332,0.4986,0.5414,0.4067,0.48,0.6,25,0.92,1796.6
CS-076,2026-08-05T05:15:57+00:00,customer_support,done,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,10,5,42,25,0.0933,0.0477,0.4105,0.4686,0.0588,0.0306,0.6378,0.6,0.0683,0.0549,0.6196,0.6778,0.0459,0.0404,0.5247,0.5403,0.4533,0.44,0.6,25,1.0,37.5
CS-077,2026-08-05T05:16:36+00:00,customer_support,done,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,10,5,42,25,0.1067,0.0514,0.4113,0.3976,0.0588,0.0306,0.6378,0.6,0.0898,0.0824,0.6391,0.691,0.0593,0.0482,0.5553,0.5683,0.4333,0.4,0.6,25,0.92,36.0
CS-078,2026-08-05T05:17:15+00:00,customer_support,done,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,10,5,42,25,0.0893,0.0344,0.4425,0.5321,0.0588,0.0306,0.6378,0.6,0.0597,0.0381,0.5796,0.5693,0.0452,0.0283,0.4793,0.3898,0.64,0.64,0.6,25,1.0,35.4
CS-079,2026-08-05T05:35:44+00:00,customer_support,done,bge-small-en-v1.5,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,10,5,42,25,0.338,0.1808,0.4323,0.4552,0.0588,0.0306,0.6378,0.6,0.3423,0.2617,0.6137,0.7209,0.283,0.1735,0.512,0.5485,0.4533,0.4,0.6,25,0.96,632.3
CS-080,2026-08-05T05:47:35+00:00,customer_support,done,bge-small-en-v1.5,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,10,5,42,25,0.3802,0.1623,0.4587,0.5248,0.0588,0.0306,0.6378,0.6,0.3833,0.2205,0.5875,0.7226,0.3269,0.1577,0.465,0.5582,0.4233,0.44,0.6,25,0.96,708.2
CS-081,2026-08-05T06:18:13+00:00,customer_support,done,bge-small-en-v1.5,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,10,5,42,25,0.3654,0.1686,0.419,0.4848,0.0588,0.0306,0.6378,0.6,0.3791,0.238,0.5781,0.718,0.3106,0.1611,0.4653,0.5514,0.4367,0.44,0.6,25,0.96,1833.8
CS-082,2026-08-05T06:19:52+00:00,customer_support,done,bge-small-en-v1.5,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,10,5,42,25,0.3789,0.2166,0.4474,0.5285,0.0588,0.0306,0.6378,0.6,0.4021,0.3113,0.5669,0.7414,0.3201,0.2064,0.4542,0.5685,0.43,0.4,0.6,25,0.84,95.8
CS-083,2026-08-05T06:22:29+00:00,customer_support,done,bge-small-en-v1.5,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,10,5,42,25,0.3666,0.214,0.4446,0.552,0.0588,0.0306,0.6378,0.6,0.3897,0.3255,0.6574,0.6988,0.3133,0.21,0.5545,0.5413,0.4267,0.48,0.6,25,0.8,154.3
CS-084,2026-08-05T06:24:49+00:00,customer_support,done,bge-small-en-v1.5,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,10,5,42,25,0.3757,0.2216,0.4692,0.5509,0.0588,0.0306,0.6378,0.6,0.3926,0.3103,0.5677,0.6877,0.3208,0.216,0.4592,0.5109,0.47,0.52,0.6,25,0.84,136.2
CS-085,2026-08-05T06:47:01+00:00,customer_support,done,bge-small-en-v1.5,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,10,5,42,25,0.2544,0.1681,0.49,0.6673,0.0588,0.0306,0.6378,0.6,0.2578,0.2257,0.5251,0.6374,0.2023,0.1568,0.4003,0.4767,0.5,0.56,0.6,25,0.88,923.9
CS-086,2026-08-05T07:03:37+00:00,customer_support,done,bge-small-en-v1.5,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,10,5,42,25,0.2589,0.1017,0.3321,0.556,0.0588,0.0306,0.6378,0.6,0.2807,0.1369,0.5948,0.7262,0.21,0.0988,0.4875,0.556,0.4167,0.44,0.6,25,0.96,993.2
CS-087,2026-08-05T07:15:09+00:00,customer_support,done,bge-small-en-v1.5,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,10,5,42,25,0.313,0.12,0.3495,0.6803,0.0588,0.0306,0.6378,0.6,0.3169,0.1687,0.5613,0.5298,0.264,0.1172,0.4618,0.3384,0.6733,0.68,0.6,25,0.88,688.0
CS-088,2026-08-05T07:33:08+00:00,customer_support,done,bge-small-en-v1.5,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,10,5,42,25,0.2708,0.1775,0.4905,0.5743,0.0588,0.0306,0.6378,0.6,0.2559,0.2371,0.5514,0.6411,0.2182,0.1662,0.4225,0.461,0.54,0.52,0.6,25,0.88,1075.9
CS-089,2026-08-05T07:37:30+00:00,customer_support,done,bge-small-en-v1.5,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,10,5,42,25,0.239,0.1482,0.5284,0.642,0.0588,0.0306,0.6378,0.6,0.2218,0.1614,0.5036,0.5604,0.1864,0.1237,0.3915,0.3913,0.5633,0.68,0.6,25,0.96,258.2
CS-090,2026-08-05T07:41:34+00:00,customer_support,done,bge-small-en-v1.5,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,10,5,42,25,0.2524,0.166,0.508,0.5778,0.0588,0.0306,0.6378,0.6,0.234,0.2206,0.6354,0.6698,0.1964,0.1564,0.5417,0.4844,0.4967,0.56,0.6,25,0.96,240.0
