exp_id,timestamp,domain,status,embedder,chunk_config,gen_model,judge_model,retrieval,rerank,context_order,k_retrieve,k_final,seed,n_examples,context_relevance,context_utilization,completeness,adherence,ref_context_relevance,ref_context_utilization,ref_completeness,ref_adherence,context_relevance_rmse,context_utilization_rmse,completeness_rmse,adherence_rmse,context_relevance_mae,context_utilization_mae,completeness_mae,adherence_mae,adherence_auroc,adherence_accuracy,adherence_pos_rate,n_gold_adherence,judge_used,runtime_sec
GK-072,2026-08-04T08:35:58+00:00,general_knowledge,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,10,5,42,25,0.2239,0.173,0.8467,0.7667,0.2014,0.1518,0.7847,1.0,0.0875,0.0783,0.3627,0.4631,0.068,0.0647,0.222,0.2333,,0.8,1.0,25,1.0,15.6
GK-073,2026-08-04T08:48:54+00:00,general_knowledge,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,10,5,42,25,0.159,0.1318,0.808,0.88,0.2014,0.1518,0.7847,1.0,0.0931,0.0885,0.4017,0.3162,0.0564,0.0443,0.2633,0.12,,0.92,1.0,25,0.92,762.3
GK-074,2026-08-04T09:00:42+00:00,general_knowledge,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,10,5,42,25,0.1716,0.1145,0.68,0.72,0.2014,0.1518,0.7847,1.0,0.107,0.0871,0.4828,0.5292,0.0771,0.0564,0.342,0.28,,0.72,1.0,25,0.96,704.9
GK-075,2026-08-04T09:08:51+00:00,general_knowledge,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,10,5,42,25,0.1825,0.1374,0.7881,0.86,0.2014,0.1518,0.7847,1.0,0.0769,0.0952,0.4667,0.3606,0.0518,0.0655,0.3606,0.14,,0.88,1.0,25,0.96,485.4
GK-076,2026-08-04T09:09:06+00:00,general_knowledge,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,10,5,42,25,0.1643,0.1356,0.7753,0.82,0.2014,0.1518,0.7847,1.0,0.0952,0.0978,0.4641,0.4123,0.0586,0.0615,0.344,0.18,,0.84,1.0,25,0.96,12.4
GK-077,2026-08-04T09:09:24+00:00,general_knowledge,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,10,5,42,25,0.1647,0.1368,0.8433,0.82,0.2014,0.1518,0.7847,1.0,0.0829,0.0799,0.4159,0.4123,0.0493,0.0521,0.2787,0.18,,0.84,1.0,25,1.0,14.6
GK-078,2026-08-04T09:09:41+00:00,general_knowledge,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,10,5,42,25,0.1814,0.1337,0.8014,0.92,0.2014,0.1518,0.7847,1.0,0.0722,0.0948,0.3961,0.2828,0.0477,0.0562,0.2539,0.08,,0.92,1.0,25,1.0,13.2
GK-079,2026-08-04T09:14:54+00:00,general_knowledge,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,10,5,42,25,0.1755,0.1497,0.8233,0.9267,0.2014,0.1518,0.7847,1.0,0.1079,0.0914,0.3826,0.2333,0.0675,0.0452,0.252,0.0733,,0.96,1.0,25,0.96,309.5
GK-080,2026-08-04T09:24:31+00:00,general_knowledge,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,10,5,42,25,0.1718,0.1346,0.78,0.82,0.2014,0.1518,0.7847,1.0,0.0871,0.0889,0.4248,0.4123,0.0568,0.0548,0.2687,0.18,,0.84,1.0,25,1.0,574.0
GK-081,2026-08-04T09:34:33+00:00,general_knowledge,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,10,5,42,25,0.1761,0.1359,0.8081,0.88,0.2014,0.1518,0.7847,1.0,0.0755,0.0954,0.4257,0.3464,0.0534,0.0587,0.2872,0.12,,0.88,1.0,25,1.0,598.7
GK-082,2026-08-04T09:34:51+00:00,general_knowledge,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,10,5,42,25,0.1643,0.1356,0.7753,0.82,0.2014,0.1518,0.7847,1.0,0.0952,0.0978,0.4641,0.4123,0.0586,0.0615,0.344,0.18,,0.84,1.0,25,0.96,14.7
GK-083,2026-08-04T09:35:08+00:00,general_knowledge,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,10,5,42,25,0.1647,0.1368,0.8433,0.82,0.2014,0.1518,0.7847,1.0,0.0829,0.0799,0.4159,0.4123,0.0493,0.0521,0.2787,0.18,,0.84,1.0,25,1.0,13.5
GK-084,2026-08-04T09:35:27+00:00,general_knowledge,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,10,5,42,25,0.1814,0.1337,0.8014,0.92,0.2014,0.1518,0.7847,1.0,0.0722,0.0948,0.3961,0.2828,0.0477,0.0562,0.2539,0.08,,0.92,1.0,25,1.0,16.0
GK-085,2026-08-04T09:37:43+00:00,general_knowledge,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,10,5,42,25,0.426,0.388,0.9333,0.86,0.2014,0.1518,0.7847,1.0,0.2478,0.2588,0.2972,0.3606,0.2246,0.2362,0.1887,0.14,,0.88,1.0,25,1.0,118.3
GK-086,2026-08-04T09:39:14+00:00,general_knowledge,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,10,5,42,25,0.418,0.35,0.8333,0.88,0.2014,0.1518,0.7847,1.0,0.2419,0.2638,0.4143,0.3464,0.2166,0.2465,0.262,0.12,,0.88,1.0,25,1.0,88.4
GK-087,2026-08-04T09:45:01+00:00,general_knowledge,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,10,5,42,25,0.426,0.366,0.8733,0.82,0.2014,0.1518,0.7847,1.0,0.2478,0.2515,0.3027,0.4123,0.2246,0.2307,0.182,0.18,,0.84,1.0,25,1.0,343.0
GK-088,2026-08-04T09:45:17+00:00,general_knowledge,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,10,5,42,25,0.434,0.396,0.9333,0.94,0.2014,0.1518,0.7847,1.0,0.2514,0.2622,0.2972,0.2236,0.2326,0.2442,0.1887,0.06,,0.96,1.0,25,1.0,12.6
GK-089,2026-08-04T09:45:32+00:00,general_knowledge,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,10,5,42,25,0.434,0.374,0.8733,0.84,0.2014,0.1518,0.7847,1.0,0.2514,0.2721,0.3628,0.4,0.2326,0.2611,0.222,0.16,,0.84,1.0,25,1.0,12.4
GK-090,2026-08-04T09:45:49+00:00,general_knowledge,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,10,5,42,25,0.434,0.39,0.9133,0.88,0.2014,0.1518,0.7847,1.0,0.2514,0.2616,0.3027,0.3464,0.2326,0.2471,0.182,0.12,,0.88,1.0,25,1.0,13.1
GK-091,2026-08-04T09:46:22+00:00,general_knowledge,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,10,5,42,25,0.434,0.38,0.8933,0.92,0.2014,0.1518,0.7847,1.0,0.2514,0.2567,0.3188,0.2828,0.2326,0.2371,0.202,0.08,,0.92,1.0,25,1.0,30.0
GK-092,2026-08-04T09:47:21+00:00,general_knowledge,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,10,5,42,25,0.434,0.374,0.8733,0.8,0.2014,0.1518,0.7847,1.0,0.2514,0.2721,0.3628,0.4472,0.2326,0.2611,0.222,0.2,,0.8,1.0,25,1.0,55.4
GK-093,2026-08-04T09:47:54+00:00,general_knowledge,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,10,5,42,25,0.434,0.39,0.9133,0.92,0.2014,0.1518,0.7847,1.0,0.2514,0.2616,0.3027,0.2828,0.2326,0.2471,0.182,0.08,,0.92,1.0,25,1.0,29.8
GK-094,2026-08-04T09:48:11+00:00,general_knowledge,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,10,5,42,25,0.434,0.396,0.9333,0.94,0.2014,0.1518,0.7847,1.0,0.2514,0.2622,0.2972,0.2236,0.2326,0.2442,0.1887,0.06,,0.96,1.0,25,1.0,13.6
GK-095,2026-08-04T09:48:28+00:00,general_knowledge,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,10,5,42,25,0.434,0.374,0.8733,0.84,0.2014,0.1518,0.7847,1.0,0.2514,0.2721,0.3628,0.4,0.2326,0.2611,0.222,0.16,,0.84,1.0,25,1.0,13.7
GK-096,2026-08-04T09:48:45+00:00,general_knowledge,done,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,10,5,42,25,0.434,0.39,0.9133,0.88,0.2014,0.1518,0.7847,1.0,0.2514,0.2616,0.3027,0.3464,0.2326,0.2471,0.182,0.12,,0.88,1.0,25,1.0,13.6
GK-040,2026-08-04T20:01:49+00:00,general_knowledge,done,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,10,5,42,200,0.4573,0.397,0.8533,0.8511,0.2156,0.1525,0.74,0.915,0.2795,0.2937,0.3845,0.3958,0.2493,0.2672,0.2675,0.1639,0.6416,0.85,0.915,200,0.97,6161.2
GK-031,2026-08-04T21:47:23+00:00,general_knowledge,done,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,10,5,42,200,0.1863,0.1396,0.7983,0.8773,0.2156,0.1525,0.74,0.915,0.1085,0.0832,0.3782,0.3752,0.0732,0.0553,0.2684,0.1477,0.6221,0.865,0.915,200,0.99,6008.1
